,id,date,time,height,type
712,tide712,2021-10-02,04:00:00,0.26,low
713,tide713,2021-10-02,10:48:00,0.81,high
714,tide714,2021-10-02,16:08:00,0.53,low
715,tide715,2021-10-02,21:39:00,0.81,high
716,tide716,2021-10-03,05:49:00,0.28,low
717,tide717,2021-10-03,12:47:00,0.79,high
718,tide718,2021-10-03,18:08:00,0.54,low
719,tide719,2021-10-03,23:43:00,0.77,high
720,tide720,2021-10-04,06:50:00,0.3,low
721,tide721,2021-10-04,13:49:00,0.79,high
722,tide722,2021-10-04,19:25:00,0.52,low
723,tide723,2021-10-05,01:06:00,0.76,high
724,tide724,2021-10-05,08:04:00,0.32,low
725,tide725,2021-10-05,14:47:00,0.8,high
726,tide726,2021-10-05,20:47:00,0.46,low
727,tide727,2021-10-06,02:34:00,0.78,high
728,tide728,2021-10-06,09:16:00,0.33,low
729,tide729,2021-10-06,15:37:00,0.82,high
730,tide730,2021-10-06,21:54:00,0.38,low
731,tide731,2021-10-07,03:51:00,0.83,high
732,tide732,2021-10-07,10:21:00,0.35,low
733,tide733,2021-10-07,16:21:00,0.84,high
734,tide734,2021-10-07,22:50:00,0.31,low
735,tide735,2021-10-08,04:55:00,0.89,high
736,tide736,2021-10-08,11:19:00,0.37,low
737,tide737,2021-10-08,17:00:00,0.87,high
738,tide738,2021-10-08,23:38:00,0.25,low
739,tide739,2021-10-09,05:50:00,0.94,high
740,tide740,2021-10-09,12:08:00,0.4,low
741,tide741,2021-10-09,17:37:00,0.9,high
742,tide742,2021-10-10,00:24:00,0.21,low
743,tide743,2021-10-10,06:40:00,0.97,high
744,tide744,2021-10-10,12:52:00,0.42,low
745,tide745,2021-10-10,18:15:00,0.92,high
746,tide746,2021-10-11,01:10:00,0.19,low
747,tide747,2021-10-11,07:29:00,0.98,high
748,tide748,2021-10-11,13:36:00,0.45,low
749,tide749,2021-10-11,18:55:00,0.94,high
750,tide750,2021-10-12,01:55:00,0.19,low
751,tide751,2021-10-12,08:20:00,0.97,high
752,tide752,2021-10-12,14:17:00,0.46,low
753,tide753,2021-10-12,19:36:00,0.95,high
754,tide754,2021-10-13,02:40:00,0.19,low
755,tide755,2021-10-13,09:10:00,0.94,high
756,tide756,2021-10-13,14:58:00,0.48,low
757,tide757,2021-10-13,20:21:00,0.94,high
758,tide758,2021-10-14,03:25:00,0.21,low
759,tide759,2021-10-14,10:02:00,0.91,high
760,tide760,2021-10-14,15:41:00,0.49,low
761,tide761,2021-10-14,21:08:00,0.91,high
762,tide762,2021-10-15,04:10:00,0.23,low
763,tide763,2021-10-15,10:54:00,0.87,high
764,tide764,2021-10-15,16:28:00,0.49,low
765,tide765,2021-10-15,22:03:00,0.87,high
766,tide766,2021-10-16,04:58:00,0.26,low
767,tide767,2021-10-16,11:47:00,0.84,high
768,tide768,2021-10-16,17:23:00,0.49,low
769,tide769,2021-10-16,23:07:00,0.82,high
770,tide770,2021-10-17,05:53:00,0.3,low
771,tide771,2021-10-17,12:44:00,0.82,high
772,tide772,2021-10-17,18:38:00,0.48,low
773,tide773,2021-10-18,00:25:00,0.78,high
774,tide774,2021-10-18,07:04:00,0.33,low
775,tide775,2021-10-18,13:45:00,0.82,high
776,tide776,2021-10-18,20:14:00,0.43,low
777,tide777,2021-10-19,01:58:00,0.77,high
778,tide778,2021-10-19,08:29:00,0.36,low
779,tide779,2021-10-19,14:46:00,0.82,high
780,tide780,2021-10-19,21:30:00,0.37,low
781,tide781,2021-10-20,03:21:00,0.8,high
782,tide782,2021-10-20,09:48:00,0.37,low
783,tide783,2021-10-20,15:39:00,0.83,high
784,tide784,2021-10-20,22:25:00,0.31,low
785,tide785,2021-10-21,04:24:00,0.85,high
786,tide786,2021-10-21,10:48:00,0.38,low
787,tide787,2021-10-21,16:24:00,0.83,high
788,tide788,2021-10-21,23:07:00,0.27,low
789,tide789,2021-10-22,05:17:00,0.89,high
790,tide790,2021-10-22,11:35:00,0.4,low
791,tide791,2021-10-22,17:02:00,0.84,high
792,tide792,2021-10-22,23:43:00,0.25,low
793,tide793,2021-10-23,06:02:00,0.93,high
794,tide794,2021-10-23,12:14:00,0.42,low
795,tide795,2021-10-23,17:34:00,0.85,high
796,tide796,2021-10-24,00:15:00,0.23,low
797,tide797,2021-10-24,06:42:00,0.95,high
798,tide798,2021-10-24,12:49:00,0.43,low
799,tide799,2021-10-24,18:03:00,0.87,high
800,tide800,2021-10-25,00:47:00,0.23,low
801,tide801,2021-10-25,07:20:00,0.95,high
802,tide802,2021-10-25,13:21:00,0.45,low
803,tide803,2021-10-25,18:33:00,0.88,high
804,tide804,2021-10-26,01:20:00,0.23,low
805,tide805,2021-10-26,07:55:00,0.95,high
806,tide806,2021-10-26,13:51:00,0.46,low
807,tide807,2021-10-26,19:04:00,0.89,high
808,tide808,2021-10-27,01:54:00,0.23,low
809,tide809,2021-10-27,08:30:00,0.94,high
810,tide810,2021-10-27,14:21:00,0.47,low
811,tide811,2021-10-27,19:36:00,0.89,high
812,tide812,2021-10-28,02:29:00,0.24,low
813,tide813,2021-10-28,09:05:00,0.91,high
814,tide814,2021-10-28,14:51:00,0.48,low
815,tide815,2021-10-28,20:09:00,0.87,high
816,tide816,2021-10-29,03:04:00,0.24,low
817,tide817,2021-10-29,09:40:00,0.89,high
818,tide818,2021-10-29,15:23:00,0.49,low
819,tide819,2021-10-29,20:45:00,0.85,high
820,tide820,2021-10-30,03:38:00,0.25,low
821,tide821,2021-10-30,10:19:00,0.86,high
822,tide822,2021-10-30,16:01:00,0.49,low
823,tide823,2021-10-30,21:25:00,0.82,high
824,tide824,2021-10-31,04:17:00,0.27,low
825,tide825,2021-10-31,11:01:00,0.84,high
826,tide826,2021-10-31,16:46:00,0.49,low
827,tide827,2021-10-31,22:18:00,0.79,high
828,tide828,2021-11-01,05:01:00,0.3,low
829,tide829,2021-11-01,11:49:00,0.82,high
830,tide830,2021-11-01,17:43:00,0.47,low
831,tide831,2021-11-01,23:27:00,0.76,high
832,tide832,2021-11-02,05:58:00,0.34,low
833,tide833,2021-11-02,12:40:00,0.81,high
834,tide834,2021-11-02,18:53:00,0.43,low
835,tide835,2021-11-03,00:53:00,0.76,high
836,tide836,2021-11-03,07:11:00,0.39,low
837,tide837,2021-11-03,13:35:00,0.82,high
838,tide838,2021-11-03,20:07:00,0.37,low
839,tide839,2021-11-04,02:24:00,0.8,high
840,tide840,2021-11-04,08:31:00,0.43,low
841,tide841,2021-11-04,14:28:00,0.83,high
842,tide842,2021-11-04,21:13:00,0.29,low
843,tide843,2021-11-05,03:43:00,0.87,high
844,tide844,2021-11-05,09:47:00,0.46,low
845,tide845,2021-11-05,15:19:00,0.85,high
846,tide846,2021-11-05,22:11:00,0.23,low
847,tide847,2021-11-06,04:47:00,0.93,high
848,tide848,2021-11-06,10:56:00,0.48,low
849,tide849,2021-11-06,16:06:00,0.87,high
850,tide850,2021-11-06,23:06:00,0.18,low
851,tide851,2021-11-07,05:43:00,0.98,high
852,tide852,2021-11-07,11:51:00,0.49,low
853,tide853,2021-11-07,16:51:00,0.9,high
854,tide854,2021-11-07,23:57:00,0.16,low
855,tide855,2021-11-08,06:35:00,1.0,high
856,tide856,2021-11-08,12:38:00,0.49,low
857,tide857,2021-11-08,17:37:00,0.93,high
858,tide858,2021-11-09,00:46:00,0.15,low
859,tide859,2021-11-09,07:24:00,1.0,high
860,tide860,2021-11-09,13:22:00,0.49,low
861,tide861,2021-11-09,18:25:00,0.94,high
862,tide862,2021-11-10,01:33:00,0.16,low
863,tide863,2021-11-10,08:13:00,0.99,high
864,tide864,2021-11-10,14:06:00,0.48,low
865,tide865,2021-11-10,19:15:00,0.94,high
866,tide866,2021-11-11,02:18:00,0.18,low
867,tide867,2021-11-11,08:59:00,0.96,high
868,tide868,2021-11-11,14:50:00,0.47,low
869,tide869,2021-11-11,20:08:00,0.92,high
870,tide870,2021-11-12,03:02:00,0.22,low
871,tide871,2021-11-12,09:44:00,0.93,high
872,tide872,2021-11-12,15:36:00,0.46,low
873,tide873,2021-11-12,21:04:00,0.88,high
874,tide874,2021-11-13,03:46:00,0.26,low
875,tide875,2021-11-13,10:28:00,0.9,high
876,tide876,2021-11-13,16:25:00,0.45,low
877,tide877,2021-11-13,22:04:00,0.83,high
878,tide878,2021-11-14,04:31:00,0.3,low
879,tide879,2021-11-14,11:12:00,0.87,high
880,tide880,2021-11-14,17:23:00,0.43,low
881,tide881,2021-11-14,23:10:00,0.79,high
882,tide882,2021-11-15,05:21:00,0.35,low
883,tide883,2021-11-15,12:00:00,0.85,high
884,tide884,2021-11-15,18:37:00,0.4,low
885,tide885,2021-11-16,00:30:00,0.76,high
886,tide886,2021-11-16,06:26:00,0.41,low
887,tide887,2021-11-16,12:51:00,0.84,high
888,tide888,2021-11-16,19:52:00,0.36,low
889,tide889,2021-11-17,01:59:00,0.77,high
890,tide890,2021-11-17,07:53:00,0.45,low
891,tide891,2021-11-17,13:47:00,0.82,high
892,tide892,2021-11-17,20:53:00,0.31,low
893,tide893,2021-11-18,03:13:00,0.82,high
894,tide894,2021-11-18,09:17:00,0.47,low
895,tide895,2021-11-18,14:41:00,0.82,high
896,tide896,2021-11-18,21:44:00,0.27,low
897,tide897,2021-11-19,04:14:00,0.87,high
898,tide898,2021-11-19,10:21:00,0.48,low
899,tide899,2021-11-19,15:28:00,0.81,high
900,tide900,2021-11-19,22:27:00,0.24,low
901,tide901,2021-11-20,05:05:00,0.92,high
902,tide902,2021-11-20,11:11:00,0.49,low
903,tide903,2021-11-20,16:08:00,0.82,high
904,tide904,2021-11-20,23:04:00,0.22,low
905,tide905,2021-11-21,05:50:00,0.95,high
906,tide906,2021-11-21,11:51:00,0.49,low
907,tide907,2021-11-21,16:43:00,0.83,high
908,tide908,2021-11-21,23:38:00,0.21,low
909,tide909,2021-11-22,06:29:00,0.97,high
910,tide910,2021-11-22,12:28:00,0.49,low
911,tide911,2021-11-22,17:18:00,0.85,high
912,tide912,2021-11-23,00:14:00,0.2,low
913,tide913,2021-11-23,07:06:00,0.98,high
914,tide914,2021-11-23,13:01:00,0.48,low
915,tide915,2021-11-23,17:53:00,0.86,high
916,tide916,2021-11-24,00:50:00,0.21,low
917,tide917,2021-11-24,07:41:00,0.97,high
918,tide918,2021-11-24,13:33:00,0.48,low
919,tide919,2021-11-24,18:30:00,0.87,high
920,tide920,2021-11-25,01:25:00,0.22,low
921,tide921,2021-11-25,08:14:00,0.95,high
922,tide922,2021-11-25,14:05:00,0.48,low
923,tide923,2021-11-25,19:07:00,0.86,high
924,tide924,2021-11-26,02:00:00,0.23,low
925,tide925,2021-11-26,08:45:00,0.93,high
926,tide926,2021-11-26,14:36:00,0.48,low
927,tide927,2021-11-26,19:46:00,0.85,high
928,tide928,2021-11-27,02:33:00,0.24,low
929,tide929,2021-11-27,09:16:00,0.91,high
930,tide930,2021-11-27,15:08:00,0.47,low
931,tide931,2021-11-27,20:26:00,0.83,high
932,tide932,2021-11-28,03:06:00,0.26,low
933,tide933,2021-11-28,09:48:00,0.9,high
934,tide934,2021-11-28,15:46:00,0.46,low
935,tide935,2021-11-28,21:14:00,0.8,high
936,tide936,2021-11-29,03:40:00,0.29,low
937,tide937,2021-11-29,10:23:00,0.88,high
938,tide938,2021-11-29,16:31:00,0.43,low
939,tide939,2021-11-29,22:12:00,0.78,high
940,tide940,2021-11-30,04:23:00,0.33,low
941,tide941,2021-11-30,11:03:00,0.87,high
942,tide942,2021-11-30,17:23:00,0.4,low
943,tide943,2021-11-30,23:21:00,0.77,high
944,tide944,2021-12-01,05:17:00,0.39,low
945,tide945,2021-12-01,11:46:00,0.86,high
946,tide946,2021-12-01,18:26:00,0.35,low
947,tide947,2021-12-02,00:41:00,0.78,high
948,tide948,2021-12-02,06:25:00,0.46,low
949,tide949,2021-12-02,12:36:00,0.86,high
950,tide950,2021-12-02,19:34:00,0.29,low
951,tide951,2021-12-03,02:11:00,0.83,high
952,tide952,2021-12-03,07:45:00,0.52,low
953,tide953,2021-12-03,13:30:00,0.86,high
954,tide954,2021-12-03,20:38:00,0.23,low
955,tide955,2021-12-04,03:33:00,0.89,high
956,tide956,2021-12-04,09:06:00,0.56,low
957,tide957,2021-12-04,14:25:00,0.87,high
958,tide958,2021-12-04,21:40:00,0.18,low
959,tide959,2021-12-05,04:40:00,0.94,high
960,tide960,2021-12-05,10:28:00,0.56,low
961,tide961,2021-12-05,15:21:00,0.89,high
962,tide962,2021-12-05,22:39:00,0.14,low
963,tide963,2021-12-06,05:39:00,0.98,high
964,tide964,2021-12-06,11:32:00,0.55,low
965,tide965,2021-12-06,16:14:00,0.91,high
966,tide966,2021-12-06,23:35:00,0.13,low
967,tide967,2021-12-07,06:31:00,0.99,high
968,tide968,2021-12-07,12:22:00,0.53,low
969,tide969,2021-12-07,17:09:00,0.92,high
970,tide970,2021-12-08,00:26:00,0.14,low
971,tide971,2021-12-08,07:18:00,0.99,high
972,tide972,2021-12-08,13:09:00,0.5,low
973,tide973,2021-12-08,18:07:00,0.92,high
974,tide974,2021-12-09,01:14:00,0.16,low
975,tide975,2021-12-09,08:00:00,0.98,high
976,tide976,2021-12-09,13:55:00,0.47,low
977,tide977,2021-12-09,19:06:00,0.91,high
978,tide978,2021-12-10,01:59:00,0.19,low
979,tide979,2021-12-10,08:41:00,0.96,high
980,tide980,2021-12-10,14:42:00,0.44,low
981,tide981,2021-12-10,20:06:00,0.89,high
982,tide982,2021-12-11,02:42:00,0.23,low
983,tide983,2021-12-11,09:20:00,0.94,high
984,tide984,2021-12-11,15:30:00,0.41,low
985,tide985,2021-12-11,21:03:00,0.85,high
986,tide986,2021-12-12,03:23:00,0.28,low
987,tide987,2021-12-12,09:58:00,0.92,high
988,tide988,2021-12-12,16:21:00,0.39,low
989,tide989,2021-12-12,22:01:00,0.81,high
990,tide990,2021-12-13,04:06:00,0.33,low
991,tide991,2021-12-13,10:37:00,0.91,high
992,tide992,2021-12-13,17:15:00,0.36,low
993,tide993,2021-12-13,23:04:00,0.78,high
994,tide994,2021-12-14,04:51:00,0.39,low
995,tide995,2021-12-14,11:18:00,0.89,high
996,tide996,2021-12-14,18:14:00,0.34,low
997,tide997,2021-12-15,00:18:00,0.76,high
998,tide998,2021-12-15,05:44:00,0.46,low
999,tide999,2021-12-15,12:00:00,0.86,high
1000,tide1000,2021-12-15,19:12:00,0.31,low
1001,tide1001,2021-12-16,01:40:00,0.78,high
1002,tide1002,2021-12-16,06:58:00,0.51,low
1003,tide1003,2021-12-16,12:46:00,0.84,high
1004,tide1004,2021-12-16,20:06:00,0.27,low
1005,tide1005,2021-12-17,02:51:00,0.82,high
1006,tide1006,2021-12-17,08:26:00,0.55,low
1007,tide1007,2021-12-17,13:35:00,0.82,high
1008,tide1008,2021-12-17,20:56:00,0.24,low
1009,tide1009,2021-12-18,03:53:00,0.87,high
1010,tide1010,2021-12-18,09:43:00,0.56,low
1011,tide1011,2021-12-18,14:23:00,0.8,high
1012,tide1012,2021-12-18,21:43:00,0.22,low
1013,tide1013,2021-12-19,04:46:00,0.91,high
1014,tide1014,2021-12-19,10:41:00,0.55,low
1015,tide1015,2021-12-19,15:10:00,0.8,high
1016,tide1016,2021-12-19,22:26:00,0.2,low
1017,tide1017,2021-12-20,05:33:00,0.94,high
1018,tide1018,2021-12-20,11:27:00,0.54,low
1019,tide1019,2021-12-20,15:56:00,0.81,high
1020,tide1020,2021-12-20,23:08:00,0.19,low
1021,tide1021,2021-12-21,06:13:00,0.96,high
1022,tide1022,2021-12-21,12:06:00,0.52,low
1023,tide1023,2021-12-21,16:41:00,0.83,high
1024,tide1024,2021-12-21,23:49:00,0.19,low
1025,tide1025,2021-12-22,06:51:00,0.96,high
1026,tide1026,2021-12-22,12:42:00,0.5,low
1027,tide1027,2021-12-22,17:24:00,0.83,high
1028,tide1028,2021-12-23,00:28:00,0.19,low
1029,tide1029,2021-12-23,07:24:00,0.95,high
1030,tide1030,2021-12-23,13:17:00,0.48,low
1031,tide1031,2021-12-23,18:08:00,0.84,high
1032,tide1032,2021-12-24,01:04:00,0.21,low
1033,tide1033,2021-12-24,07:54:00,0.94,high
1034,tide1034,2021-12-24,13:51:00,0.46,low
1035,tide1035,2021-12-24,18:52:00,0.83,high
1036,tide1036,2021-12-25,01:37:00,0.22,low
1037,tide1037,2021-12-25,08:23:00,0.93,high
1038,tide1038,2021-12-25,14:23:00,0.45,low
1039,tide1039,2021-12-25,19:36:00,0.82,high
1040,tide1040,2021-12-26,02:09:00,0.24,low
1041,tide1041,2021-12-26,08:51:00,0.92,high
1042,tide1042,2021-12-26,14:58:00,0.43,low
1043,tide1043,2021-12-26,20:24:00,0.82,high
1044,tide1044,2021-12-27,02:41:00,0.27,low
1045,tide1045,2021-12-27,09:20:00,0.91,high
1046,tide1046,2021-12-27,15:36:00,0.4,low
1047,tide1047,2021-12-27,21:15:00,0.81,high
1048,tide1048,2021-12-28,03:17:00,0.31,low
1049,tide1049,2021-12-28,09:51:00,0.91,high
1050,tide1050,2021-12-28,16:19:00,0.36,low
1051,tide1051,2021-12-28,22:10:00,0.8,high
1052,tide1052,2021-12-29,03:58:00,0.36,low
1053,tide1053,2021-12-29,10:24:00,0.91,high
1054,tide1054,2021-12-29,17:06:00,0.32,low
1055,tide1055,2021-12-29,23:11:00,0.8,high
1056,tide1056,2021-12-30,04:47:00,0.43,low
1057,tide1057,2021-12-30,11:03:00,0.9,high
1058,tide1058,2021-12-30,18:01:00,0.27,low
1059,tide1059,2021-12-31,00:25:00,0.8,high
1060,tide1060,2021-12-31,05:48:00,0.51,low
1061,tide1061,2021-12-31,11:49:00,0.89,high
1062,tide1062,2021-12-31,19:03:00,0.23,low
